state,abbreviation,date,cases
Nebraska,NE,2020-02-19,0
Nebraska,NE,2020-02-20,0
Nebraska,NE,2020-02-21,0
Nebraska,NE,2020-02-22,0
Nebraska,NE,2020-02-23,0
Nebraska,NE,2020-02-24,0
Nebraska,NE,2020-02-25,0
Nebraska,NE,2020-02-26,0
Nebraska,NE,2020-02-27,0
Nebraska,NE,2020-02-28,0
Nebraska,NE,2020-02-29,0
Nebraska,NE,2020-03-01,0
Nebraska,NE,2020-03-02,0
Nebraska,NE,2020-03-03,0
Nebraska,NE,2020-03-04,0
Nebraska,NE,2020-03-05,0
Nebraska,NE,2020-03-06,0
Nebraska,NE,2020-03-07,0
Nebraska,NE,2020-03-08,0
Nebraska,NE,2020-03-09,0
Nebraska,NE,2020-03-10,3
Nebraska,NE,2020-03-11,5
Nebraska,NE,2020-03-12,10
Nebraska,NE,2020-03-13,13
Nebraska,NE,2020-03-14,14
Nebraska,NE,2020-03-15,17
Nebraska,NE,2020-03-16,18
Nebraska,NE,2020-03-17,21
Nebraska,NE,2020-03-18,24
Nebraska,NE,2020-03-19,29
Nebraska,NE,2020-03-20,37
Nebraska,NE,2020-03-21,38
Nebraska,NE,2020-03-22,51
Nevada,NV,2020-01-22,0
Nevada,NV,2020-01-23,0
Nevada,NV,2020-01-24,0
Nevada,NV,2020-01-25,0
Nevada,NV,2020-01-26,0
Nevada,NV,2020-01-27,0
Nevada,NV,2020-01-28,0
Nevada,NV,2020-01-29,0
Nevada,NV,2020-01-30,0
Nevada,NV,2020-01-31,0
Nevada,NV,2020-02-01,0
Nevada,NV,2020-02-02,0
Nevada,NV,2020-02-03,0
Nevada,NV,2020-02-04,0
Nevada,NV,2020-02-05,0
Nevada,NV,2020-02-06,0
Nevada,NV,2020-02-07,0
Nevada,NV,2020-02-08,0
Nevada,NV,2020-02-09,0
Nevada,NV,2020-02-10,0
Nevada,NV,2020-02-11,0
Nevada,NV,2020-02-12,0
Nevada,NV,2020-02-13,0
Nevada,NV,2020-02-14,0
Nevada,NV,2020-02-15,0
Nevada,NV,2020-02-16,0
Nevada,NV,2020-02-17,0
Nevada,NV,2020-02-18,0
Nevada,NV,2020-02-19,0
Nevada,NV,2020-02-20,0
Nevada,NV,2020-02-21,0
Nevada,NV,2020-02-22,0
Nevada,NV,2020-02-23,0
Nevada,NV,2020-02-24,0
Nevada,NV,2020-02-25,0
Nevada,NV,2020-02-26,0
Nevada,NV,2020-02-27,0
Nevada,NV,2020-02-28,0
Nevada,NV,2020-02-29,0
Nevada,NV,2020-03-01,0
Nevada,NV,2020-03-02,0
Nevada,NV,2020-03-03,0
Nevada,NV,2020-03-04,0
Nevada,NV,2020-03-05,0
Nevada,NV,2020-03-06,0
Nevada,NV,2020-03-07,0
Nevada,NV,2020-03-08,0
Nevada,NV,2020-03-09,0
Nevada,NV,2020-03-10,4
Nevada,NV,2020-03-11,7
Nevada,NV,2020-03-12,14
Nevada,NV,2020-03-13,17
Nevada,NV,2020-03-14,21
Nevada,NV,2020-03-15,24
Nevada,NV,2020-03-16,45
Nevada,NV,2020-03-17,56
Nevada,NV,2020-03-18,55
Nevada,NV,2020-03-19,95
Nevada,NV,2020-03-20,114
Nevada,NV,2020-03-21,161
Nevada,NV,2020-03-22,190
New Hampshire,NH,2020-01-22,0
New Hampshire,NH,2020-01-23,0
New Hampshire,NH,2020-01-24,0
New Hampshire,NH,2020-01-25,0
New Hampshire,NH,2020-01-26,0
New Hampshire,NH,2020-01-27,0
New Hampshire,NH,2020-01-28,0
New Hampshire,NH,2020-01-29,0
New Hampshire,NH,2020-01-30,0
New Hampshire,NH,2020-01-31,0
New Hampshire,NH,2020-02-01,0
New Hampshire,NH,2020-02-02,0
New Hampshire,NH,2020-02-03,0
New Hampshire,NH,2020-02-04,0
New Hampshire,NH,2020-02-05,0
New Hampshire,NH,2020-02-06,0
New Hampshire,NH,2020-02-07,0
New Hampshire,NH,2020-02-08,0
New Hampshire,NH,2020-02-09,0
New Hampshire,NH,2020-02-10,0
New Hampshire,NH,2020-02-11,0
New Hampshire,NH,2020-02-12,0
New Hampshire,NH,2020-02-13,0
New Hampshire,NH,2020-02-14,0
New Hampshire,NH,2020-02-15,0
New Hampshire,NH,2020-02-16,0
New Hampshire,NH,2020-02-17,0
New Hampshire,NH,2020-02-18,0
New Hampshire,NH,2020-02-19,0
New Hampshire,NH,2020-02-20,0
New Hampshire,NH,2020-02-21,0
New Hampshire,NH,2020-02-22,0
New Hampshire,NH,2020-02-23,0
New Hampshire,NH,2020-02-24,0
New Hampshire,NH,2020-02-25,0
New Hampshire,NH,2020-02-26,0
New Hampshire,NH,2020-02-27,0
New Hampshire,NH,2020-02-28,0
New Hampshire,NH,2020-02-29,0
New Hampshire,NH,2020-03-01,0
New Hampshire,NH,2020-03-02,0
New Hampshire,NH,2020-03-03,0
New Hampshire,NH,2020-03-04,0
New Hampshire,NH,2020-03-05,0
New Hampshire,NH,2020-03-06,0
New Hampshire,NH,2020-03-07,0
New Hampshire,NH,2020-03-08,0
New Hampshire,NH,2020-03-09,0
New Hampshire,NH,2020-03-10,4
New Hampshire,NH,2020-03-11,5
New Hampshire,NH,2020-03-12,6
New Hampshire,NH,2020-03-13,6
New Hampshire,NH,2020-03-14,7
New Hampshire,NH,2020-03-15,13
New Hampshire,NH,2020-03-16,17
New Hampshire,NH,2020-03-17,26
New Hampshire,NH,2020-03-18,26
New Hampshire,NH,2020-03-19,44
New Hampshire,NH,2020-03-20,44
New Hampshire,NH,2020-03-21,55
New Hampshire,NH,2020-03-22,65
New Jersey,NJ,2020-01-22,0
New Jersey,NJ,2020-01-23,0
New Jersey,NJ,2020-01-24,0
New Jersey,NJ,2020-01-25,0
New Jersey,NJ,2020-01-26,0
New Jersey,NJ,2020-01-27,0
New Jersey,NJ,2020-01-28,0
New Jersey,NJ,2020-01-29,0
New Jersey,NJ,2020-01-30,0
New Jersey,NJ,2020-01-31,0
New Jersey,NJ,2020-02-01,0
New Jersey,NJ,2020-02-02,0
New Jersey,NJ,2020-02-03,0
New Jersey,NJ,2020-02-04,0
New Jersey,NJ,2020-02-05,0
New Jersey,NJ,2020-02-06,0
New Jersey,NJ,2020-02-07,0
New Jersey,NJ,2020-02-08,0
New Jersey,NJ,2020-02-09,0
New Jersey,NJ,2020-02-10,0
New Jersey,NJ,2020-02-11,0
New Jersey,NJ,2020-02-12,0
New Jersey,NJ,2020-02-13,0
New Jersey,NJ,2020-02-14,0
New Jersey,NJ,2020-02-15,0
New Jersey,NJ,2020-02-16,0
New Jersey,NJ,2020-02-17,0
New Jersey,NJ,2020-02-18,0
New Jersey,NJ,2020-02-19,0
New Jersey,NJ,2020-02-20,0
New Jersey,NJ,2020-02-21,0
New Jersey,NJ,2020-02-22,0
New Jersey,NJ,2020-02-23,0
New Jersey,NJ,2020-02-24,0
New Jersey,NJ,2020-02-25,0
New Jersey,NJ,2020-02-26,0
New Jersey,NJ,2020-02-27,0
New Jersey,NJ,2020-02-28,0
New Jersey,NJ,2020-02-29,0
New Jersey,NJ,2020-03-01,0
New Jersey,NJ,2020-03-02,0
New Jersey,NJ,2020-03-03,0
New Jersey,NJ,2020-03-04,0
New Jersey,NJ,2020-03-05,0
New Jersey,NJ,2020-03-06,0
New Jersey,NJ,2020-03-07,0
New Jersey,NJ,2020-03-08,0
New Jersey,NJ,2020-03-09,0
New Jersey,NJ,2020-03-10,15
New Jersey,NJ,2020-03-11,23
New Jersey,NJ,2020-03-12,29
New Jersey,NJ,2020-03-13,29
New Jersey,NJ,2020-03-14,69
New Jersey,NJ,2020-03-15,98
New Jersey,NJ,2020-03-16,178
New Jersey,NJ,2020-03-17,267
New Jersey,NJ,2020-03-18,267
New Jersey,NJ,2020-03-19,742
New Jersey,NJ,2020-03-20,890
New Jersey,NJ,2020-03-21,1327
New Jersey,NJ,2020-03-22,1914
New Mexico,NM,2020-01-22,0
New Mexico,NM,2020-01-23,0
New Mexico,NM,2020-01-24,0
New Mexico,NM,2020-01-25,0
New Mexico,NM,2020-01-26,0
New Mexico,NM,2020-01-27,0
New Mexico,NM,2020-01-28,0
New Mexico,NM,2020-01-29,0
New Mexico,NM,2020-01-30,0
New Mexico,NM,2020-01-31,0
New Mexico,NM,2020-02-01,0
New Mexico,NM,2020-02-02,0
New Mexico,NM,2020-02-03,0
New Mexico,NM,2020-02-04,0
New Mexico,NM,2020-02-05,0
New Mexico,NM,2020-02-06,0
New Mexico,NM,2020-02-07,0
New Mexico,NM,2020-02-08,0
New Mexico,NM,2020-02-09,0
New Mexico,NM,2020-02-10,0
New Mexico,NM,2020-02-11,0
New Mexico,NM,2020-02-12,0
New Mexico,NM,2020-02-13,0
New Mexico,NM,2020-02-14,0
New Mexico,NM,2020-02-15,0
New Mexico,NM,2020-02-16,0
New Mexico,NM,2020-02-17,0
New Mexico,NM,2020-02-18,0
New Mexico,NM,2020-02-19,0
New Mexico,NM,2020-02-20,0
New Mexico,NM,2020-02-21,0
New Mexico,NM,2020-02-22,0
New Mexico,NM,2020-02-23,0
New Mexico,NM,2020-02-24,0
New Mexico,NM,2020-02-25,0
New Mexico,NM,2020-02-26,0
New Mexico,NM,2020-02-27,0
New Mexico,NM,2020-02-28,0
New Mexico,NM,2020-02-29,0
New Mexico,NM,2020-03-01,0
New Mexico,NM,2020-03-02,0
New Mexico,NM,2020-03-03,0
New Mexico,NM,2020-03-04,0
New Mexico,NM,2020-03-05,0
New Mexico,NM,2020-03-06,0
New Mexico,NM,2020-03-07,0
New Mexico,NM,2020-03-08,0
New Mexico,NM,2020-03-09,0
New Mexico,NM,2020-03-10,0
New Mexico,NM,2020-03-11,3
New Mexico,NM,2020-03-12,5
New Mexico,NM,2020-03-13,10
New Mexico,NM,2020-03-14,10
New Mexico,NM,2020-03-15,13
New Mexico,NM,2020-03-16,17
New Mexico,NM,2020-03-17,23
New Mexico,NM,2020-03-18,23
New Mexico,NM,2020-03-19,35
New Mexico,NM,2020-03-20,43
New Mexico,NM,2020-03-21,43
New Mexico,NM,2020-03-22,57
New York,NY,2020-01-22,0
New York,NY,2020-01-23,0
New York,NY,2020-01-24,0
New York,NY,2020-01-25,0
New York,NY,2020-01-26,0
New York,NY,2020-01-27,0
New York,NY,2020-01-28,0
New York,NY,2020-01-29,0
New York,NY,2020-01-30,0
New York,NY,2020-01-31,0
New York,NY,2020-02-01,0
New York,NY,2020-02-02,0
New York,NY,2020-02-03,0
New York,NY,2020-02-04,0
New York,NY,2020-02-05,0
New York,NY,2020-02-06,0
New York,NY,2020-02-07,0
New York,NY,2020-02-08,0
New York,NY,2020-02-09,0
New York,NY,2020-02-10,0
New York,NY,2020-02-11,0
New York,NY,2020-02-12,0
New York,NY,2020-02-13,0
New York,NY,2020-02-14,0
New York,NY,2020-02-15,0
New York,NY,2020-02-16,0
New York,NY,2020-02-17,0
New York,NY,2020-02-18,0
New York,NY,2020-02-19,0
New York,NY,2020-02-20,0
New York,NY,2020-02-21,0
New York,NY,2020-02-22,0
New York,NY,2020-02-23,0
New York,NY,2020-02-24,0
New York,NY,2020-02-25,0
New York,NY,2020-02-26,0
New York,NY,2020-02-27,0
New York,NY,2020-02-28,0
New York,NY,2020-02-29,0
New York,NY,2020-03-01,0
New York,NY,2020-03-02,0
New York,NY,2020-03-03,0
New York,NY,2020-03-04,0
New York,NY,2020-03-05,0
New York,NY,2020-03-06,0
New York,NY,2020-03-07,0
New York,NY,2020-03-08,0
New York,NY,2020-03-09,0
New York,NY,2020-03-10,173
New York,NY,2020-03-11,220
New York,NY,2020-03-12,328
New York,NY,2020-03-13,421
New York,NY,2020-03-14,525
New York,NY,2020-03-15,732
New York,NY,2020-03-16,967
New York,NY,2020-03-17,1706
New York,NY,2020-03-18,2495
New York,NY,2020-03-19,5365
New York,NY,2020-03-20,8310
New York,NY,2020-03-21,11710
New York,NY,2020-03-22,15793
North Carolina,NC,2020-01-22,0
North Carolina,NC,2020-01-23,0
North Carolina,NC,2020-01-24,0
North Carolina,NC,2020-01-25,0
North Carolina,NC,2020-01-26,0
North Carolina,NC,2020-01-27,0
North Carolina,NC,2020-01-28,0
North Carolina,NC,2020-01-29,0
North Carolina,NC,2020-01-30,0
North Carolina,NC,2020-01-31,0
North Carolina,NC,2020-02-01,0
North Carolina,NC,2020-02-02,0
North Carolina,NC,2020-02-03,0
North Carolina,NC,2020-02-04,0
North Carolina,NC,2020-02-05,0
North Carolina,NC,2020-02-06,0
North Carolina,NC,2020-02-07,0
North Carolina,NC,2020-02-08,0
North Carolina,NC,2020-02-09,0
North Carolina,NC,2020-02-10,0
North Carolina,NC,2020-02-11,0
North Carolina,NC,2020-02-12,0
North Carolina,NC,2020-02-13,0
North Carolina,NC,2020-02-14,0
North Carolina,NC,2020-02-15,0
North Carolina,NC,2020-02-16,0
North Carolina,NC,2020-02-17,0
North Carolina,NC,2020-02-18,0
North Carolina,NC,2020-02-19,0
North Carolina,NC,2020-02-20,0
North Carolina,NC,2020-02-21,0
North Carolina,NC,2020-02-22,0
North Carolina,NC,2020-02-23,0
North Carolina,NC,2020-02-24,0
North Carolina,NC,2020-02-25,0
North Carolina,NC,2020-02-26,0
North Carolina,NC,2020-02-27,0
North Carolina,NC,2020-02-28,0
North Carolina,NC,2020-02-29,0
North Carolina,NC,2020-03-01,0
North Carolina,NC,2020-03-02,0
North Carolina,NC,2020-03-03,0
North Carolina,NC,2020-03-04,0
North Carolina,NC,2020-03-05,0
North Carolina,NC,2020-03-06,0
North Carolina,NC,2020-03-07,0
North Carolina,NC,2020-03-08,0
North Carolina,NC,2020-03-09,0
North Carolina,NC,2020-03-10,7
North Carolina,NC,2020-03-11,7
North Carolina,NC,2020-03-12,15
North Carolina,NC,2020-03-13,17
North Carolina,NC,2020-03-14,24
North Carolina,NC,2020-03-15,33
North Carolina,NC,2020-03-16,38
North Carolina,NC,2020-03-17,64
North Carolina,NC,2020-03-18,70
North Carolina,NC,2020-03-19,123
North Carolina,NC,2020-03-20,172
North Carolina,NC,2020-03-21,253
North Carolina,NC,2020-03-22,302
North Dakota,ND,2020-01-22,0
North Dakota,ND,2020-01-23,0
North Dakota,ND,2020-01-24,0
North Dakota,ND,2020-01-25,0
North Dakota,ND,2020-01-26,0
North Dakota,ND,2020-01-27,0
North Dakota,ND,2020-01-28,0
North Dakota,ND,2020-01-29,0
North Dakota,ND,2020-01-30,0
North Dakota,ND,2020-01-31,0
North Dakota,ND,2020-02-01,0
North Dakota,ND,2020-02-02,0
North Dakota,ND,2020-02-03,0
North Dakota,ND,2020-02-04,0
North Dakota,ND,2020-02-05,0
North Dakota,ND,2020-02-06,0
North Dakota,ND,2020-02-07,0
North Dakota,ND,2020-02-08,0
North Dakota,ND,2020-02-09,0
North Dakota,ND,2020-02-10,0
North Dakota,ND,2020-02-11,0
North Dakota,ND,2020-02-12,0
North Dakota,ND,2020-02-13,0
North Dakota,ND,2020-02-14,0
North Dakota,ND,2020-02-15,0
North Dakota,ND,2020-02-16,0
North Dakota,ND,2020-02-17,0
North Dakota,ND,2020-02-18,0
North Dakota,ND,2020-02-19,0
North Dakota,ND,2020-02-20,0
North Dakota,ND,2020-02-21,0
North Dakota,ND,2020-02-22,0
North Dakota,ND,2020-02-23,0
North Dakota,ND,2020-02-24,0
North Dakota,ND,2020-02-25,0
North Dakota,ND,2020-02-26,0
North Dakota,ND,2020-02-27,0
North Dakota,ND,2020-02-28,0
North Dakota,ND,2020-02-29,0
North Dakota,ND,2020-03-01,0
North Dakota,ND,2020-03-02,0
North Dakota,ND,2020-03-03,0
North Dakota,ND,2020-03-04,0
North Dakota,ND,2020-03-05,0
North Dakota,ND,2020-03-06,0
North Dakota,ND,2020-03-07,0
North Dakota,ND,2020-03-08,0
North Dakota,ND,2020-03-09,0
North Dakota,ND,2020-03-10,0
North Dakota,ND,2020-03-11,0
North Dakota,ND,2020-03-12,1
North Dakota,ND,2020-03-13,1
North Dakota,ND,2020-03-14,1
North Dakota,ND,2020-03-15,1
North Dakota,ND,2020-03-16,1
North Dakota,ND,2020-03-17,3
North Dakota,ND,2020-03-18,6
North Dakota,ND,2020-03-19,18
North Dakota,ND,2020-03-20,19
North Dakota,ND,2020-03-21,28
North Dakota,ND,2020-03-22,28
Ohio,OH,2020-01-22,0
Ohio,OH,2020-01-23,0
Ohio,OH,2020-01-24,0
Ohio,OH,2020-01-25,0
Ohio,OH,2020-01-26,0
Ohio,OH,2020-01-27,0
Ohio,OH,2020-01-28,0
Ohio,OH,2020-01-29,0
Ohio,OH,2020-01-30,0
Ohio,OH,2020-01-31,0
Ohio,OH,2020-02-01,0
Ohio,OH,2020-02-02,0
Ohio,OH,2020-02-03,0
Ohio,OH,2020-02-04,0
Ohio,OH,2020-02-05,0
Ohio,OH,2020-02-06,0
Ohio,OH,2020-02-07,0
Ohio,OH,2020-02-08,0
Ohio,OH,2020-02-09,0
Ohio,OH,2020-02-10,0
Ohio,OH,2020-02-11,0
Ohio,OH,2020-02-12,0
Ohio,OH,2020-02-13,0
Ohio,OH,2020-02-14,0
Ohio,OH,2020-02-15,0
Ohio,OH,2020-02-16,0
Ohio,OH,2020-02-17,0
Ohio,OH,2020-02-18,0
Ohio,OH,2020-02-19,0
Ohio,OH,2020-02-20,0
Ohio,OH,2020-02-21,0
Ohio,OH,2020-02-22,0
Ohio,OH,2020-02-23,0
Ohio,OH,2020-02-24,0
Ohio,OH,2020-02-25,0
Ohio,OH,2020-02-26,0
Ohio,OH,2020-02-27,0
Ohio,OH,2020-02-28,0
Ohio,OH,2020-02-29,0
Ohio,OH,2020-03-01,0
Ohio,OH,2020-03-02,0
Ohio,OH,2020-03-03,0
Ohio,OH,2020-03-04,0
Ohio,OH,2020-03-05,0
Ohio,OH,2020-03-06,0
Ohio,OH,2020-03-07,0
Ohio,OH,2020-03-08,0
Ohio,OH,2020-03-09,0
Ohio,OH,2020-03-10,3
Ohio,OH,2020-03-11,4
Ohio,OH,2020-03-12,5
Ohio,OH,2020-03-13,13
Ohio,OH,2020-03-14,26
Ohio,OH,2020-03-15,37
Ohio,OH,2020-03-16,50
Ohio,OH,2020-03-17,67
Ohio,OH,2020-03-18,86
Ohio,OH,2020-03-19,119
Ohio,OH,2020-03-20,173
Ohio,OH,2020-03-21,248
Ohio,OH,2020-03-22,355
Oklahoma,OK,2020-01-22,0
Oklahoma,OK,2020-01-23,0
Oklahoma,OK,2020-01-24,0
Oklahoma,OK,2020-01-25,0
Oklahoma,OK,2020-01-26,0
Oklahoma,OK,2020-01-27,0
Oklahoma,OK,2020-01-28,0
Oklahoma,OK,2020-01-29,0
Oklahoma,OK,2020-01-30,0
Oklahoma,OK,2020-01-31,0
Oklahoma,OK,2020-02-01,0
Oklahoma,OK,2020-02-02,0
Oklahoma,OK,2020-02-03,0
Oklahoma,OK,2020-02-04,0
Oklahoma,OK,2020-02-05,0
Oklahoma,OK,2020-02-06,0
Oklahoma,OK,2020-02-07,0
Oklahoma,OK,2020-02-08,0
Oklahoma,OK,2020-02-09,0
Oklahoma,OK,2020-02-10,0
Oklahoma,OK,2020-02-11,0
Oklahoma,OK,2020-02-12,0
Oklahoma,OK,2020-02-13,0
Oklahoma,OK,2020-02-14,0
Oklahoma,OK,2020-02-15,0
Oklahoma,OK,2020-02-16,0
Oklahoma,OK,2020-02-17,0
Oklahoma,OK,2020-02-18,0
Oklahoma,OK,2020-02-19,0
Oklahoma,OK,2020-02-20,0
Oklahoma,OK,2020-02-21,0
Oklahoma,OK,2020-02-22,0
Oklahoma,OK,2020-02-23,0
Oklahoma,OK,2020-02-24,0
Oklahoma,OK,2020-02-25,0
Oklahoma,OK,2020-02-26,0
Oklahoma,OK,2020-02-27,0
Oklahoma,OK,2020-02-28,0
Oklahoma,OK,2020-02-29,0
Oklahoma,OK,2020-03-01,0
Oklahoma,OK,2020-03-02,0
Oklahoma,OK,2020-03-03,0
Oklahoma,OK,2020-03-04,0
Oklahoma,OK,2020-03-05,0
Oklahoma,OK,2020-03-06,0
Oklahoma,OK,2020-03-07,0
Oklahoma,OK,2020-03-08,0
Oklahoma,OK,2020-03-09,0
Oklahoma,OK,2020-03-10,2
Oklahoma,OK,2020-03-11,2
Oklahoma,OK,2020-03-12,2
Oklahoma,OK,2020-03-13,2
Oklahoma,OK,2020-03-14,4
Oklahoma,OK,2020-03-15,7
Oklahoma,OK,2020-03-16,10
Oklahoma,OK,2020-03-17,19
Oklahoma,OK,2020-03-18,19
Oklahoma,OK,2020-03-19,44
Oklahoma,OK,2020-03-20,49
Oklahoma,OK,2020-03-21,53
Oklahoma,OK,2020-03-22,67
Oregon,OR,2020-01-22,0
Oregon,OR,2020-01-23,0
Oregon,OR,2020-01-24,0
Oregon,OR,2020-01-25,0
Oregon,OR,2020-01-26,0
Oregon,OR,2020-01-27,0
Oregon,OR,2020-01-28,0
Oregon,OR,2020-01-29,0
Oregon,OR,2020-01-30,0
Oregon,OR,2020-01-31,0
Oregon,OR,2020-02-01,0
Oregon,OR,2020-02-02,0
Oregon,OR,2020-02-03,0
Oregon,OR,2020-02-04,0
Oregon,OR,2020-02-05,0
Oregon,OR,2020-02-06,0
Oregon,OR,2020-02-07,0
Oregon,OR,2020-02-08,0
Oregon,OR,2020-02-09,0
Oregon,OR,2020-02-10,0
Oregon,OR,2020-02-11,0
Oregon,OR,2020-02-12,0
Oregon,OR,2020-02-13,0
Oregon,OR,2020-02-14,0
Oregon,OR,2020-02-15,0
Oregon,OR,2020-02-16,0
Oregon,OR,2020-02-17,0
Oregon,OR,2020-02-18,0
Oregon,OR,2020-02-19,0
Oregon,OR,2020-02-20,0
Oregon,OR,2020-02-21,0
Oregon,OR,2020-02-22,0
Oregon,OR,2020-02-23,0
Oregon,OR,2020-02-24,0
Oregon,OR,2020-02-25,0
Oregon,OR,2020-02-26,0
Oregon,OR,2020-02-27,0
Oregon,OR,2020-02-28,0
Oregon,OR,2020-02-29,0
